ID,CommonName,SMILES,Formula,AverageMass,MolecularWeight,MonoisotopicMass,NominalMass
5920,1-(4-Fluorophenyl)-4-(8-methyl-3-azaspiro[5.5]undec-3-yl)-1-butanone,CC1CCCC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1,C_{21}H_{30}FNO,331.475,331.475,331.231143,331
5921,4-(3-Azaspiro[5.6]dodec-3-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCN1CCC2(CCCCCC2)CC1)c1ccc(F)cc1,C_{21}H_{30}FNO,331.475,331.475,331.231143,331
5922,1-(4-Fluorophenyl)-4-[9-(2-methyl-2-propanyl)-3-azaspiro[5.5]undec-3-yl]-1-butanone,CC(C)(C)C1CCC2(CC1)CCN(CCCC(=O)c1ccc(F)cc1)CC2,C_{24}H_{36}FNO,373.556,373.556,373.278093,373
5923,3-[4-(4-Fluorophenyl)-4-oxobutyl]-9-methyl-3-azoniaspiro[5.5]undecane chloride,CC1CCC2(CC1)CC[NH+](CCCC(=O)c1ccc(F)cc1)CC2.[Cl-],C_{21}H_{31}ClFNO,367.933,367.933,367.207821,367
5924,4′-Fluoro-4-(9-methyl-3-azaspiro(5.5)undec-3-yl)butyrophenone,CC1CCC2(CC1)CCN(CCCC(=O)c1ccc(F)cc1)CC2,C_{21}H_{30}FNO,331.475,331.475,331.231143,331
5925,4-(3-Azaspiro[5.5]undec-3-yl)-1-(4-fluorophenyl)butan-1-one hydrochloride (1:1),Cl.O=C(CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1,C_{20}H_{29}ClFNO,353.906,353.906,353.19217,353
5926,4-(3-Azaspiro[5.5]undec-3-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1,C_{20}H_{28}FNO,317.448,317.448,317.215493,317
5927,1-(4-Fluorophenyl)-4-(2-methyl-8-azaspiro[4.5]dec-8-yl)-1-butanone,CC1CCC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1,C_{20}H_{28}FNO,317.448,317.448,317.215493,317
5928,4-(2-Azaspiro[4.4]non-2-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCN1CCC2(CCCC2)C1)c1ccc(F)cc1,C_{18}H_{24}FNO,289.394,289.394,289.184193,289
5929,4-(8-Azaspiro[4.5]dec-8-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCN1CCC2(CCCC2)CC1)c1ccc(F)cc1,C_{19}H_{26}FNO,303.421,303.421,303.199843,303
6020,Trifluridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,C_{10}H_{11}F_{3}N_{2}O_{5},296.201,296.201,296.062006,296
6665,TFM,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,C_{7}H_{4}F_{3}NO_{3},207.107,207.107,207.014328,207
7108,m-Nitrobenzotrifluoride,O=[N+]([O-])c1cccc(C(F)(F)F)c1,C_{7}H_{4}F_{3}NO_{2},191.108,191.108,191.019413,191
8151,CMNT,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,C_{7}H_{3}ClF_{3}NO_{2},225.55,225.55,224.980441,225
8628,Fludarabine,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C_{10}H_{12}FN_{5}O_{4},285.235,285.235,285.087332,285
9056,FUrd,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F,C_{9}H_{11}FN_{2}O_{6},262.193,262.193,262.060114,262
9065,"2,2,2-Trifluoro-N-(9-oxo-9H-fluoren-2-yl)acetamide",O=C1c2ccccc2-c2ccc(NC(=O)C(F)(F)F)cc21,C_{15}H_{8}F_{3}NO_{2},291.228,291.228,291.050713,291
9066,2-Fluoro-N-(1-naphthyl)acetamide,O=C(CF)Nc1cccc2ccccc12,C_{12}H_{10}FNO,203.216,203.216,203.074642,203
9092,2-Fluoro-N-(2-naphthyl)acetamide,O=C(CF)Nc1ccc2ccccc2c1,C_{12}H_{10}FNO,203.216,203.216,203.074642,203
9093,2-Fluorophenylalanine,NC(Cc1ccccc1F)C(=O)O,C_{9}H_{10}FNO_{2},183.182,183.182,183.069557,183
9094,"N,N-Dibutyl-2-fluoroacetamide",CCCCN(CCCC)C(=O)CF,C_{10}H_{20}FNO,189.274,189.274,189.152892,189
9095,2-(Dipropylamino)ethyl 4-fluorobenzoate hydrochloride (1:1),CCCN(CCC)CCOC(=O)c1ccc(F)cc1.Cl,C_{15}H_{23}ClFNO_{2},303.802,303.802,303.140135,303
9096,2-(Dipropylamino)ethyl 4-fluorobenzoate,CCCN(CCC)CCOC(=O)c1ccc(F)cc1,C_{15}H_{22}FNO_{2},267.344,267.344,267.163457,267
9111,"α,α,α-TRIFLUORO-M-TOLYL ISOCYANATE",O=C=Nc1cccc(C(F)(F)F)c1,C_{8}H_{4}F_{3}NO,187.12,187.12,187.024498,187
9118,3-(1-Piperidinyl)propyl 4-fluoro-3-iodobenzoate hydrochloride (1:1),Cl.O=C(OCCCN1CCCCC1)c1ccc(F)c(I)c1,C_{15}H_{20}ClFINO_{2},427.682,427.682,427.021133,427
9119,3-(1-Piperidinyl)propyl 4-fluoro-3-iodobenzoate,O=C(OCCCN1CCCCC1)c1ccc(F)c(I)c1,C_{15}H_{19}FINO_{2},391.224,391.224,391.044455,391
9125,1-(4-Fluorophenyl)ethanone oxime,CC(=NO)c1ccc(F)cc1,C_{8}H_{8}FNO,153.156,153.156,153.058992,153
9129,"3-(3-Fluorophenyl)-1,1-dimethylurea",CN(C)C(=O)Nc1cccc(F)c1,C_{9}H_{11}FN_{2}O,182.198,182.198,182.085541,182
9132,2-Fluoro-N-phenylacetamide,O=C(CF)Nc1ccccc1,C_{8}H_{8}FNO,153.156,153.156,153.058992,153
9142,"3-(4-Fluorophenyl)-1,1-dimethylurea",CN(C)C(=O)Nc1ccc(F)cc1,C_{9}H_{11}FN_{2}O,182.198,182.198,182.085541,182
9143,2-Fluoro-N-(4-methoxyphenyl)acetamide,COc1ccc(NC(=O)CF)cc1,C_{9}H_{10}FNO_{2},183.182,183.182,183.069557,183
9182,Heptafluorobutyranilide,O=C(Nc1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,C_{10}H_{6}F_{7}NO,289.15,289.15,289.033761,289
9197,2-Fluoroethyl 1-naphthylcarbamate,O=C(Nc1cccc2ccccc12)OCCF,C_{13}H_{12}FNO_{2},233.242,233.242,233.085207,233
9199,2-ACETAMIDO-7-FLUOROFLUORENE,CC(=O)Nc1ccc2c(c1)Cc1cc(F)ccc1-2,C_{15}H_{12}FNO,241.265,241.265,241.090292,241
9201,DL-5-Fluorotryptophan,NC(Cc1c[nH]c2ccc(F)cc12)C(=O)O,C_{11}H_{11}FN_{2}O_{2},222.219,222.219,222.080456,222
9210,2-(Ethylamino)-1-(3-fluorophenyl)ethanol,CCNCC(O)c1cccc(F)c1,C_{10}H_{14}FNO,183.226,183.226,183.105942,183
9218,3′-fluoroacetanilide,CC(=O)Nc1cccc(F)c1,C_{8}H_{8}FNO,153.156,153.156,153.058992,153
9219,3-Acetamidobenzotrifluoride,CC(=O)Nc1cccc(C(F)(F)F)c1,C_{9}H_{8}F_{3}NO,203.163,203.163,203.055799,203
9223,2-(Diethylamino)ethyl (4-fluorophenoxy)acetate hydrochloride (1:1),CCN(CC)CCOC(=O)COc1ccc(F)cc1.Cl,C_{14}H_{21}ClFNO_{3},305.774,305.774,305.119399,305
9224,2-(Diethylamino)ethyl (4-fluorophenoxy)acetate,CCN(CC)CCOC(=O)COc1ccc(F)cc1,C_{14}H_{20}FNO_{3},269.316,269.316,269.142722,269
9225,4-Fluoroacetanilide,CC(=O)Nc1ccc(F)cc1,C_{8}H_{8}FNO,153.156,153.156,153.058992,153
9236,1-Fluoro-4-isocyanatobutane,O=C=NCCCCF,C_{5}H_{8}FNO,117.123,117.123,117.058992,117
9289,"3-(4-Fluorophenyl)-3-hydroxy-N,N,N-trimethyl-5-hexen-1-aminium iodide",C=CCC(O)(CC[N+](C)(C)C)c1ccc(F)cc1.[I-],C_{15}H_{23}FINO,379.257,379.257,379.080841,379
9290,"3-(4-Fluorophenyl)-3-hydroxy-N,N,N-trimethyl-5-hexen-1-aminium",C=CCC(O)(CC[N+](C)(C)C)c1ccc(F)cc1,C_{15}H_{23}FNO,252.353,252.353,252.175819,252
9309,"N-9H-Fluoren-2-yl-2,2,2-trifluoroacetamide",O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F,C_{15}H_{10}F_{3}NO,277.245,277.245,277.071449,277
9316,"2,4-Difluoro-6-nitroaniline",Nc1c(F)cc(F)cc1[N+](=O)[O-],C_{6}H_{4}F_{2}N_{2}O_{2},174.106,174.106,174.024084,174
9318,"N,N-Diethyl-2-fluoroacetamide",CCN(CC)C(=O)CF,C_{6}H_{12}FNO,133.166,133.166,133.090292,133
9337,Halocarban,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,C_{14}H_{9}Cl_{2}F_{3}N_{2}O,349.133,349.133,348.004403,348
9338,N-(4-Nitrophenyl)-3-(trifluoromethyl)aniline,O=[N+]([O-])c1ccc(Nc2cccc(C(F)(F)F)c2)cc1,C_{13}H_{9}F_{3}N_{2}O_{2},282.221,282.221,282.061612,282
9340,"2,2,2-Trifluoroethyl phenylcarbamate",O=C(Nc1ccccc1)OCC(F)(F)F,C_{9}H_{8}F_{3}NO_{2},219.162,219.162,219.050713,219
9344,2-Fluoro-N-(4-nitrophenyl)acetamide,O=C(CF)Nc1ccc([N+](=O)[O-])cc1,C_{8}H_{7}FN_{2}O_{3},198.153,198.153,198.04407,198
9351,2-Fluoro-N-isobutylacetamide,CC(C)CNC(=O)CF,C_{6}H_{12}FNO,133.166,133.166,133.090292,133
9366,Ethyl N-(fluoroacetyl)glycinate,CCOC(=O)CNC(=O)CF,C_{6}H_{10}FNO_{3},163.148,163.148,163.064471,163
9369,1-Fluoro-4-nitrobutane,O=[N+]([O-])CCCCF,C_{4}H_{8}FNO_{2},121.111,121.111,121.053907,121
9374,N-(4-Fluorobutyl)acetamide,CC(=O)NCCCCF,C_{6}H_{12}FNO,133.166,133.166,133.090292,133
9397,"1,1,1,2,2,3,3-Heptafluoro-4-isocyanatobutane",O=C=NCC(F)(F)C(F)(F)C(F)(F)F,C_{5}H_{2}F_{7}NO,225.063,225.063,225.002461,225
9412,2-Nitrobenzotrifluoride,O=[N+]([O-])c1ccccc1C(F)(F)F,C_{7}H_{4}F_{3}NO_{2},191.108,191.108,191.019413,191
9419,"N,N′-9H-Fluorene-2,7-diylbis(2,2,2-trifluoroacetamide)",O=C(Nc1ccc2c(c1)Cc1cc(NC(=O)C(F)(F)F)ccc1-2)C(F)(F)F,C_{17}H_{10}F_{6}N_{2}O_{2},388.267,388.267,388.064647,388
9426,CDNT,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,C_{7}H_{2}ClF_{3}N_{2}O_{4},270.547,270.547,269.965519,270
9429,4′-(4-FLUOROPHENYL)ACETANILIDE,CC(=O)Nc1ccc(-c2ccc(F)cc2)cc1,C_{14}H_{12}FNO,229.254,229.254,229.090292,229
9430,N-(5-Chloro-2-fluorophenyl)acetamide,CC(=O)Nc1cc(Cl)ccc1F,C_{8}H_{7}ClFNO,187.598,187.598,187.02002,187
9433,2-Nitro-4-(trifluoromethyl)phenol,O=[N+]([O-])c1cc(C(F)(F)F)ccc1O,C_{7}H_{4}F_{3}NO_{3},207.107,207.107,207.014328,207
9438,4-Nitrobenzotrifluoride,O=[N+]([O-])c1ccc(C(F)(F)F)cc1,C_{7}H_{4}F_{3}NO_{2},191.108,191.108,191.019413,191
9442,2-Fluoro-4-nitrophenol,O=[N+]([O-])c1ccc(O)c(F)c1,C_{6}H_{4}FNO_{3},157.1,157.1,157.017521,157
9443,2-Amino-1-(4-fluorophenyl)ethanol hydrochloride,Cl.NCC(O)c1ccc(F)cc1,C_{8}H_{11}ClFNO,191.63,191.63,191.05132,191
9444,2-Amino-1-(4-fluorophenyl)ethanol,NCC(O)c1ccc(F)cc1,C_{8}H_{10}FNO,155.172,155.172,155.074642,155
9447,"N-(4-Chlorophenyl)-2,2,2-trifluoroacetamide",O=C(Nc1ccc(Cl)cc1)C(F)(F)F,C_{8}H_{5}ClF_{3}NO,223.578,223.578,223.001176,223
9448,2-Fluoro-N-(4-methylphenyl)acetamide,Cc1ccc(NC(=O)CF)cc1,C_{9}H_{10}FNO,167.183,167.183,167.074642,167
9449,N-(4-Chlorophenyl)-2-fluoroacetamide,O=C(CF)Nc1ccc(Cl)cc1,C_{8}H_{7}ClFNO,187.598,187.598,187.02002,187
9450,2-Fluoro-N-(4-fluorophenyl)acetamide,O=C(CF)Nc1ccc(F)cc1,C_{8}H_{7}F_{2}NO,171.146,171.146,171.04957,171
9466,1-Fluoro-3-isocyanatopropane,O=C=NCCCF,C_{4}H_{6}FNO,103.096,103.096,103.043342,103
9468,1-Fluoro-6-nitrohexane,O=[N+]([O-])CCCCCCF,C_{6}H_{12}FNO_{2},149.165,149.165,149.085207,149
9497,Methyl difluoro(nitro)acetate,COC(=O)C(F)(F)[N+](=O)[O-],C_{3}H_{3}F_{2}NO_{4},155.056,155.056,155.003014,155
9507,Dimethylcarbamic fluoride,CN(C)C(=O)F,C_{3}H_{6}FNO,91.085,91.085,91.043342,91
9548,"2,6-Dinitro-4-(trifluoromethyl)aniline",Nc1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],C_{7}H_{4}F_{3}N_{3}O_{4},251.12,251.12,251.01539,251
9549,5-Fluoro-2-nitrophenol,O=[N+]([O-])c1ccc(F)cc1O,C_{6}H_{4}FNO_{3},157.1,157.1,157.017521,157
9551,N-(4-Biphenylyl)-2-fluoroacetamide,O=C(CF)Nc1ccc(-c2ccccc2)cc1,C_{14}H_{12}FNO,229.254,229.254,229.090292,229
9555,3-(Dipropylamino)propyl 4-fluorobenzoate hydrochloride (1:1),CCCN(CCC)CCCOC(=O)c1ccc(F)cc1.Cl,C_{16}H_{25}ClFNO_{2},317.829,317.829,317.155785,317
9556,3-(Dipropylamino)propyl 4-fluorobenzoate,CCCN(CCC)CCCOC(=O)c1ccc(F)cc1,C_{16}H_{24}FNO_{2},281.371,281.371,281.179107,281
9557,3-(Dibutylamino)propyl 4-fluorobenzoate hydrochloride (1:1),CCCCN(CCCC)CCCOC(=O)c1ccc(F)cc1.Cl,C_{18}H_{29}ClFNO_{2},345.883,345.883,345.187085,345
9558,3-(Dibutylamino)propyl 4-fluorobenzoate,CCCCN(CCCC)CCCOC(=O)c1ccc(F)cc1,C_{18}H_{28}FNO_{2},309.425,309.425,309.210407,309
9575,3-(Dibutylamino)propyl 4-fluoro-3-iodobenzoate hydrochloride (1:1),CCCCN(CCCC)CCCOC(=O)c1ccc(F)c(I)c1.Cl,C_{18}H_{28}ClFINO_{2},471.779,471.779,471.083733,471
9576,3-(Dibutylamino)propyl 4-fluoro-3-iodobenzoate,CCCCN(CCCC)CCCOC(=O)c1ccc(F)c(I)c1,C_{18}H_{27}FINO_{2},435.321,435.321,435.107055,435
9577,4-Amino-3-fluorobenzoic acid,Nc1ccc(C(=O)O)cc1F,C_{7}H_{6}FNO_{2},155.128,155.128,155.038257,155
9578,4-fluorobenzhydrazide,NNC(=O)c1ccc(F)cc1,C_{7}H_{7}FN_{2}O,154.144,154.144,154.054241,154
9582,3-Fluoro-DL-phenylalanine,NC(Cc1cccc(F)c1)C(=O)O,C_{9}H_{10}FNO_{2},183.182,183.182,183.069557,183
9583,2-Fluoro-N-(2-pyridinyl)acetamide,O=C(CF)Nc1ccccn1,C_{7}H_{7}FN_{2}O,154.144,154.144,154.054241,154
9585,"N-(4-Ethoxyphenyl)-2,2,2-trifluoroacetamide",CCOc1ccc(NC(=O)C(F)(F)F)cc1,C_{10}H_{10}F_{3}NO_{2},233.189,233.189,233.066363,233
9640,5-(4-Fluorobutoxy)pentanenitrile,N#CCCCCOCCCCF,C_{9}H_{16}FNO,173.231,173.231,173.121592,173
9896,2-(Dibutylamino)ethyl 4-fluorobenzoate hydrochloride (1:1),CCCCN(CCCC)CCOC(=O)c1ccc(F)cc1.Cl,C_{17}H_{27}ClFNO_{2},331.856,331.856,331.171435,331
9897,2-(Dibutylamino)ethyl 4-fluorobenzoate,CCCCN(CCCC)CCOC(=O)c1ccc(F)cc1,C_{17}H_{26}FNO_{2},295.398,295.398,295.194757,295
10017,1-Fluoro-2-isocyanatoethane,O=C=NCCF,C_{3}H_{4}FNO,89.069,89.069,89.027692,89
10924,1-(3-Fluorophenyl)-2-[(2-methyl-2-propanyl)amino]ethanol,CC(C)(C)NCC(O)c1cccc(F)c1,C_{12}H_{18}FNO,211.28,211.28,211.137242,211
10926,2-(Butylamino)-1-(3-fluorophenyl)ethanol,CCCCNCC(O)c1cccc(F)c1,C_{12}H_{18}FNO,211.28,211.28,211.137242,211
11764,"N-nitrosobis(2,2,2-trifluoroethyl)amine",O=NN(CC(F)(F)F)CC(F)(F)F,C_{4}H_{4}F_{6}N_{2}O,210.077,210.077,210.022782,210
12025,Fluoroacetamide,NC(=O)CF,C_{2}H_{4}FNO,77.058,77.058,77.027692,77
12081,Lamprecide,O=[N+]([O-])c1ccc([O-])cc1C(F)(F)F.[Na+],C_{7}H_{3}F_{3}NNaO_{3},229.089,229.089,228.996272,229
12086,2-Fluorophenylurea,NC(=O)Nc1ccccc1F,C_{7}H_{7}FN_{2}O,154.144,154.144,154.054241,154
12089,3′-Trifluoromethylformanilide,O=CNc1cccc(C(F)(F)F)c1,C_{8}H_{6}F_{3}NO,189.136,189.136,189.040148,189
12092,4-Fluorophenylurea,NC(=O)Nc1ccc(F)cc1,C_{7}H_{7}FN_{2}O,154.144,154.144,154.054241,154
12105,Heptafluorobutyramide,NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C_{4}H_{2}F_{7}NO,213.052,213.052,213.002461,213
12146,6-Fluorohexanamide,NC(=O)CCCCCF,C_{6}H_{12}FNO,133.166,133.166,133.090292,133
12185,Vinyl N-(trifluoroacetyl)glycinate,C=COC(=O)CNC(=O)C(F)(F)F,C_{6}H_{6}F_{3}NO_{3},197.112,197.112,197.029978,197
12326,Methyl 2-[1-(4-fluorophenyl)ethyl]hydrazinecarboxylate,COC(=O)NNC(C)c1ccc(F)cc1,C_{10}H_{13}FN_{2}O_{2},212.224,212.224,212.096106,212
12353,N-(3-Fluoro-4-biphenylyl)acetamide,CC(=O)Nc1ccc(-c2ccccc2)cc1F,C_{14}H_{12}FNO,229.254,229.254,229.090292,229
12354,N-(3′-Fluoro-4-biphenylyl)acetamide,CC(=O)Nc1ccc(-c2cccc(F)c2)cc1,C_{14}H_{12}FNO,229.254,229.254,229.090292,229
12369,N′-Benzoyl-4-fluorobenzohydrazide,O=C(NNC(=O)c1ccc(F)cc1)c1ccccc1,C_{14}H_{11}FN_{2}O_{2},258.252,258.252,258.080456,258
12375,4-(Diethylamino)-N-(5-ethyl-2-fluorophenyl)butanamide,CCc1ccc(F)c(NC(=O)CCCN(CC)CC)c1,C_{16}H_{25}FN_{2}O,280.387,280.387,280.195092,280
12497,3-Fluorophenylurea,NC(=O)Nc1cccc(F)c1,C_{7}H_{7}FN_{2}O,154.144,154.144,154.054241,154
12503,"α,α-Bis(trifluoromethyl)-1-aziridinemethanol",OC(N1CC1)(C(F)(F)F)C(F)(F)F,C_{5}H_{5}F_{6}NO,209.089,209.089,209.027533,209
12510,1-Fluoro-4-(2-nitro-1-propen-1-yl)benzene,CC(=Cc1ccc(F)cc1)[N+](=O)[O-],C_{9}H_{8}FNO_{2},181.166,181.166,181.053907,181
12542,"N~2~,N~2~-Diethyl-N-(5-ethyl-2-fluorophenyl)glycinamide",CCc1ccc(F)c(NC(=O)CN(CC)CC)c1,C_{14}H_{21}FN_{2}O,252.333,252.333,252.163792,252
12547,2-Hydroxy-3-[3-(trifluoromethyl)phenyl]propyl carbamate,NC(=O)OCC(O)Cc1cccc(C(F)(F)F)c1,C_{11}H_{12}F_{3}NO_{3},263.215,263.215,263.076928,263
12570,aceperone,CC(=O)NCC1(c2ccccc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,C_{24}H_{29}FN_{2}O_{2},396.506,396.506,396.221306,396
12571,"N,N-Dimethyl-2-(2-{phenyl[2-(trifluoromethyl)phenyl]methoxy}ethoxy)ethanaminium hydrogen oxalate",C[NH+](C)CCOCCOC(c1ccccc1)c1ccccc1C(F)(F)F.O=C([O-])C(=O)O,C_{22}H_{26}F_{3}NO_{6},457.445,457.445,457.171222,457
12572,"N,N-Dimethyl-2-(2-{phenyl[2-(trifluoromethyl)phenyl]methoxy}ethoxy)ethanamine",CN(C)CCOCCOC(c1ccccc1)c1ccccc1C(F)(F)F,C_{20}H_{24}F_{3}NO_{2},367.411,367.411,367.175914,367
12615,"2,2,2-Trifluoro-N-methyl-N-nitrosoethanamine",CN(CC(F)(F)F)N=O,C_{3}H_{5}F_{3}N_{2}O,142.08,142.08,142.035397,142
12710,"5-[(2-Chloroethyl)(2-fluoroethyl)amino]-6-methylpyrimidine-2,4(1H,3H)-dione",Cc1[nH]c(=O)[nH]c(=O)c1N(CCF)CCCl,C_{9}H_{13}ClFN_{3}O_{2},249.67,249.67,249.068033,249
12740,N-Phenyl-N-[3-(trifluoromethyl)phenyl]acetamide,CC(=O)N(c1ccccc1)c1cccc(C(F)(F)F)c1,C_{15}H_{12}F_{3}NO,279.261,279.261,279.087099,279
12768,anisopirol,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,C_{21}H_{27}FN_{2}O_{2},358.457,358.457,358.205656,358
12781,3-Amino-2-fluoropropanoic acid,[Cl-].[NH3+]CC(F)C(=O)O,C_{3}H_{7}ClFNO_{2},143.542,143.542,143.014934,143
12782,α-FLUORO-β-ALANINE,NCC(F)C(=O)O,C_{3}H_{6}FNO_{2},107.084,107.084,107.038257,107
12873,"2-(O-CHLOROPHENOXY)-4,6-DIFLUORO-S-TRIAZINE",Fc1nc(F)nc(Oc2ccccc2Cl)n1,C_{9}H_{4}ClF_{2}N_{3}O,243.597,243.597,243.001096,243
13052,N-nitroso-N-methyl-4-fluoroaniline,CN(N=O)c1ccc(F)cc1,C_{7}H_{7}FN_{2}O,154.144,154.144,154.054241,154
13164,3-(Diethylamino)-N-(5-ethyl-2-fluorophenyl)butanamide,CCc1ccc(F)c(NC(=O)CC(C)N(CC)CC)c1,C_{16}H_{25}FN_{2}O,280.387,280.387,280.195092,280
13380,"7-Chloro-5-(2-fluorophenyl)-1-[3-(1-piperazinyl)propyl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one hydrochloride (1:1)",Cl.O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCCN1CCNCC1,C_{22}H_{25}Cl_{2}FN_{4}O,451.367,451.367,450.138945,450
13381,"7-Chloro-5-(2-fluorophenyl)-1-[3-(1-piperazinyl)propyl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one",O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCCN1CCNCC1,C_{22}H_{24}ClFN_{4}O,414.909,414.909,414.162267,414
13392,"7-Chloro-1-{3-[4-(2-ethoxyethyl)-1-piperazinyl]propyl}-5-(2-fluorophenyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",CCOCCN1CCN(CCCN2C(=O)CN=C(c3ccccc3F)c3cc(Cl)ccc32)CC1,C_{26}H_{32}ClFN_{4}O_{2},487.016,487.016,486.219782,486
13393,"7-Chloro-5-(2-fluorophenyl)-1-(3-{4-[2-(vinyloxy)ethyl]-1-piperazinyl}propyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",C=COCCN1CCN(CCCN2C(=O)CN=C(c3ccccc3F)c3cc(Cl)ccc32)CC1,C_{26}H_{30}ClFN_{4}O_{2},485,485,484.204132,484
13547,4-(1-Azaspiro[4.5]dec-1-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCN1CCCC12CCCCC2)c1ccc(F)cc1,C_{19}H_{26}FNO,303.421,303.421,303.199843,303
13550,4-(7-Azaspiro[4.5]dec-7-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCN1CCCC2(CCCC2)C1)c1ccc(F)cc1,C_{19}H_{26}FNO,303.421,303.421,303.199843,303
13557,8-[4-(4-Fluorophenyl)-4-oxobutyl]-8-methyl-8-azoniaspiro[4.5]decane iodide,C[N+]1(CCCC(=O)c2ccc(F)cc2)CCC2(CCCC2)CC1.[I-],C_{20}H_{29}FINO,445.36,445.36,445.127791,445
13558,8-[4-(4-Fluorophenyl)-4-oxobutyl]-8-methyl-8-azoniaspiro[4.5]decane,C[N+]1(CCCC(=O)c2ccc(F)cc2)CCC2(CCCC2)CC1,C_{20}H_{29}FNO,318.456,318.456,318.222769,318
13571,"7-Chloro-5-(2-fluorophenyl)-1-{3-[4-(2-hydroxyethyl)-1-piperazinyl]propyl}-1,3-dihydro-2H-1,4-benzodiazepin-2-one",O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCCN1CCN(CCO)CC1,C_{24}H_{28}ClFN_{4}O_{2},458.962,458.962,458.188482,458
13735,m-((2-Chloroethyl)(2-fluoroethyl)amino)hydrocinnamic acid,O=C(O)CCc1cccc(N(CCF)CCCl)c1,C_{13}H_{17}ClFNO_{2},273.732,273.732,273.093185,273
13736,3-{3-[Bis(2-fluoroethyl)amino]phenyl}propanoic acid,O=C(O)CCc1cccc(N(CCF)CCF)c1,C_{13}H_{17}F_{2}NO_{2},257.28,257.28,257.122735,257
13771,"3-[4-(4-Fluorophenyl)-4-oxobutyl]-9-methyl-3,9-diazoniaspiro[5.5]undecane dichloride",C[NH+]1CCC2(CC1)CC[NH+](CCCC(=O)c1ccc(F)cc1)CC2.[Cl-].[Cl-],C_{20}H_{31}Cl_{2}FN_{2}O,405.379,405.379,404.179747,404
13772,"1-(4-Fluorophenyl)-4-(9-methyl-3,9-diazaspiro[5.5]undec-3-yl)-1-butanone",CN1CCC2(CC1)CCN(CCCC(=O)c1ccc(F)cc1)CC2,C_{20}H_{29}FN_{2}O,332.463,332.463,332.226392,332
13779,3-{3-[3-(Trifluoromethyl)phenoxy]propyl}-3-azaspiro[5.5]undecane,FC(F)(F)c1cccc(OCCCN2CCC3(CCCCC3)CC2)c1,C_{20}H_{28}F_{3}NO,355.444,355.444,355.212299,355
13780,"10-[2-(Dimethylamino)ethyl]-8-(trifluoromethyl)-5,10-dihydro-11H-dibenzo[b,e][1,4]diazepin-11-one",CN(C)CCN1C(=O)c2ccccc2Nc2ccc(C(F)(F)F)cc21,C_{18}H_{18}F_{3}N_{3}O,349.356,349.356,349.140197,349
13784,FLURAZEPAM DIHYDROCHLORIDE,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,C_{21}H_{25}Cl_{3}FN_{3}O,460.799,460.799,459.104724,459
13828,"N-(2,2-Dichloro-1-hydroxyethyl)-2-fluoroacetamide",O=C(CF)NC(O)C(Cl)Cl,C_{4}H_{6}Cl_{2}FNO_{2},189.995,189.995,188.975962,189
13917,"N-(2,2-Dichloro-1-hydroxyethyl)-4-fluorobenzamide",O=C(NC(O)C(Cl)Cl)c1ccc(F)cc1,C_{9}H_{8}Cl_{2}FNO_{2},252.066,252.066,250.991612,251
13932,"N-(2,2-Dichloro-1-hydroxyethyl)-2-(4-fluorophenyl)acetamide",O=C(Cc1ccc(F)cc1)NC(O)C(Cl)Cl,C_{10}H_{10}Cl_{2}FNO_{2},266.093,266.093,265.007262,265
